カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト,
Staff of the Wild Magus,1,{3},Staff of the Wild Magus,,Colorless,,アーティファクト,,"Whenever you cast a green spell or a Forest enters the battlefield under your control, you gain 1 life.",,,,,,,,,,,,,,Staff of the Wild Magus,野生の大魔術師の杖,"Whenever you cast a green spell or a Forest enters the battlefield under your control, you gain 1 life.",あなたが緑の呪文を１つ唱えるか森が１つあなたのコントロール下で戦場に出るたび、あなたは１点のライフを得る。,<i>A symbol of ferocity in oppressive times.</i>,<i>抑圧の時代の獰猛さの象徴。</i>,Daniel Ljunggren,223,,,,,,,,,,M14,アンコモン,,,
Steelform Sliver,1,{2}{W},Steelform Sliver,,W,,クリーチャー,スリヴァー,Sliver creatures you control get +0/+1.,2,2,,,,,,,,,,,,Steelform Sliver,鋼体スリヴァー,Sliver creatures you control get +0/+1.,あなたがコントロールするスリヴァー・クリーチャーは＋０/＋１の修整を受ける。,"<i>""Though the slivers may sometimes resemble us, they are not human. Anyone who fights them must remember this.""?Sarlena, paladin of the Northern Verge</i>",<i>「スリヴァーが我々に似てると思えるときもあるけれど、あいつらは人間じゃない。スリヴァーと戦う以上は、憶えておくことね。」――北境団の聖騎士、サルレナ</i>,Chase Stone,38,,,,,,,,,,M14,アンコモン,,,
Stonehorn Chanter,1,{5}{W},Stonehorn Chanter,,W,,クリーチャー,サイ クレリック,{5}{W}: Stonehorn Chanter gains vigilance and lifelink until end of turn. <i>(Attacking doesn't cause it to tap. Damage dealt by it also causes you to gain that much life.)</i>,4,4,,,,,,,,,,,,Stonehorn Chanter,石角の詠唱者,{5}{W}: Stonehorn Chanter gains vigilance and lifelink until end of turn. <i>(Attacking doesn't cause it to tap. Damage dealt by it also causes you to gain that much life.)</i>,{5}{W}：石角の詠唱者はターン終了時まで警戒と絆魂を得る。（これは攻撃してもタップしない。これがダメージを与える場合、さらにあなたはその点数分のライフを得る。）,"<i>With the Stonehorn, piety and power are one.</i>",<i>石角により、篤信と力は一つとなる。</i>,Raymond Swanland,39,,,,,,,,,,M14,アンコモン,,,
Striking Sliver,1,{R},Striking Sliver,,R,,クリーチャー,スリヴァー,Sliver creatures you control have first strike. <i>(They deal combat damage before creatures without first strike.)</i>,1,1,,,,,,,,,,,,Striking Sliver,先制スリヴァー,Sliver creatures you control have first strike. <i>(They deal combat damage before creatures without first strike.)</i>,あなたがコントロールするスリヴァー・クリーチャーは先制攻撃を持つ。（それらは先制攻撃を持たないクリーチャーよりも先に戦闘ダメージを与える。）,<i>You're too busy recoiling in fear to realize that it's already hit you.</i>,<i>恐怖のあまり背を丸めることばかり考えて、すでに攻撃を受けたことにも気づかない。</i>,Maciej Kuciara,157,,,,,,,,,,M14,コモン,,,
Strionic Resonator,1,{2},Strionic Resonator,,Colorless,,アーティファクト,,"{2}, {Tap}: Copy target triggered ability you control. You may choose new targets for the copy. <i>(A triggered ability uses the words ""when,"" ""whenever,"" or ""at."")</i>",,,,,,,,,,,,,,Strionic Resonator,ストリオン共鳴体,"{2}, {Tap}: Copy target triggered ability you control. You may choose new targets for the copy. <i>(A triggered ability uses the words ""when,"" ""whenever,"" or ""at."")</i>","{2}, {Tap}：あなたがコントロールする誘発型能力１つを対象とし、それをコピーする。あなたはそのコピーの新しい対象を選んでもよい。 （誘発型能力には「～とき」、「～たび」、「～時に」のいずれかが書かれている。）",<i>Its tines cannot be rung by mere physical force. Only magic of great power can start its eldritch resonance.</i>,<i>物理的な力だけでそれを鳴らすことはできない。強大な魔法のみが、その不気味な共鳴を生み出せるのだ。</i>,Noah Bradley,224,,,,,,,,,,M14,レア,,,
Suntail Hawk,1,{W},Suntail Hawk,,W,,クリーチャー,鳥,Flying,1,1,,,,,,,,,,,,Suntail Hawk,,Flying,,"<i>""Our forebears once flew like this?carefree, needing nothing but a warm nest and a full belly. Our intellect may be more burden than blessing.""</i><br/></i>?Commander Eesha</i>",,Heather Hudson,28,,,,,,,,,,JUD,コモン,,,
Suntail Hawk,1,{W},Suntail Hawk,,W,,クリーチャー,鳥,Flying,1,1,,,,,,,,,,,,Suntail Hawk,,Flying <i>(This creature can't be blocked except by creatures with flying.)</i>,,"Its eye the glaring sun, its cry the keening wind.",,Heather Hudson,51,,,,,,,,,,8ED,コモン,,,
Suntail Hawk,1,{W},Suntail Hawk,,W,,クリーチャー,鳥,Flying,1,1,,,,,,,,,,,,Suntail Hawk,陽光尾の鷹,Flying <i>(This creature can't be blocked except by creatures with flying.)</i>,飛行 <i>（このクリーチャーは飛行を持たないクリーチャーによってブロックされない。）</i>,"Its eye the glaring sun, its cry the keening wind.",その眼は輝く太陽、その叫びは身を切る風。,Heather Hudson,49,,,,,,,,,,9ED,コモン,,,
Suntail Hawk,1,{W},Suntail Hawk,,W,,クリーチャー,鳥,Flying,1,1,,,,,,,,,,,,Suntail Hawk,陽光尾の鷹,Flying <i>(This creature can't be blocked except by creatures with flying or reach.)</i>,飛行,"Its eye the glaring sun, its cry the keening wind.",その眼は輝く太陽、その叫びは身を切る風。,Heather Hudson,50,,,,,,,,,,10E,コモン,,,
Suntail Hawk,1,{W},Suntail Hawk,,W,,クリーチャー,鳥,Flying,1,1,,,,,,,,,,,,Suntail Hawk,陽光尾の鷹,Flying,飛行,"<i>""They are the finest companions in the realm. Swift, clever, and easily trained to hunt intruders.""?Almira, falconer</i>",<i>「あの子達はこの国でも一番よ。素早くて賢くて、侵入者を狩る訓練もすぐできる。」――鷹匠アルマイラ</i>,Heather Hudson,40,,,,,,,,,,M14,コモン,,,
Syphon Sliver,1,{2}{B},Syphon Sliver,,B,,クリーチャー,スリヴァー,Sliver creatures you control have lifelink. <i>(Damage dealt by a Sliver creature you control also causes you to gain that much life.)</i>,2,2,,,,,,,,,,,,Syphon Sliver,吸管スリヴァー,Sliver creatures you control have lifelink. <i>(Damage dealt by a Sliver creature you control also causes you to gain that much life.)</i>,あなたがコントロールするスリヴァー・クリーチャーは絆魂を持つ。（あなたがコントロールするスリヴァー・クリーチャーがダメージを与える場合、さらにあなたはその点数分のライフを得る。）,"<i>When the hive must feed, every appendage becomes an additional mouth.</i>",<i>巣が餌を必要とするときは、尖腕の一本一本が口となる。</i>,Tyler Jacobson,117,,,,,,,,,,M14,レア,,,
Tenacious Dead,1,{B},Tenacious Dead,,B,,クリーチャー,スケルトン 戦士,"When Tenacious Dead dies, you may pay {1}{B}. If you do, return it to the battlefield tapped under its owner's control.",1,1,,,,,,,,,,,,Tenacious Dead,執拗な死者,"When Tenacious Dead dies, you may pay {1}{B}. If you do, return it to the battlefield tapped under its owner's control.",執拗な死者が死亡したとき、あなたは{1}{B}を支払ってもよい。そうした場合、これをオーナーのコントロール下でタップ状態で戦場に戻す。,<i>Raising the bones of Hekjek the Mad proved far easier than getting them to lie back down.</i>,<i>狂人ヘクジェックの骨を復活させるのは、その骨を再び寝かせるよりもはるかに簡単だった。</i>,John Stanko,118,,,,,,,,,,M14,アンコモン,,,
Thorncaster Sliver,1,{4}{R},Thorncaster Sliver,,R,,クリーチャー,スリヴァー,"Sliver creatures you control have ""Whenever this creature attacks, it deals 1 damage to target creature or player.""",2,2,,,,,,,,,,,,Thorncaster Sliver,茨投スリヴァー,"Sliver creatures you control have ""Whenever this creature attacks, it deals 1 damage to target creature or player.""",あなたがコントロールするスリヴァー・クリーチャーは「このクリーチャーが攻撃するたび、クリーチャー１体かプレイヤー１人を対象とする。これはそれに１点のダメージを与える。」を持つ。,"<i>Every inch of a sliver's body is a potential claw, appendage, or projectile.</i>",<i>スリヴァーの肉体はあらゆる部分が爪か尖腕か発射体である。</i>,Trevor Claxton,158,,,,,,,,,,M14,レア,,,
Thunder Strike,1,{1}{R},Thunder Strike,,R,,インスタント,,Target creature gets +2/+0 and gains first strike until end of turn. <i>(It deals combat damage before creatures without first strike.)</i>,,,,,,,,,,,,,,Thunder Strike,雷の一撃,Target creature gets +2/+0 and gains first strike until end of turn. <i>(It deals combat damage before creatures without first strike.)</i>,クリーチャー１体を対象とする。それはターン終了時まで＋２/＋０の修整を受けるとともに先制攻撃を得る。 （それは先制攻撃を持たないクリーチャーよりも先に戦闘ダメージを与える。）,"<i>Lightning reflexes, thunderous might.</i>",<i>電光石火、疾風怒濤。</i>,Wayne Reynolds,157,,,,,,,,,,M11,コモン,,,
Thunder Strike,1,{1}{R},Thunder Strike,,R,,インスタント,,Target creature gets +2/+0 and gains first strike until end of turn. <i>(It deals combat damage before creatures without first strike.)</i>,,,,,,,,,,,,,,Thunder Strike,雷の一撃,Target creature gets +2/+0 and gains first strike until end of turn. <i>(It deals combat damage before creatures without first strike.)</i>,クリーチャー１体を対象とする。それはターン終了時まで＋２/＋０の修整を受けるとともに先制攻撃を得る。（それは先制攻撃を持たないクリーチャーよりも先に戦闘ダメージを与える。）,"<i>Lightning reflexes, thunderous might.</i>",<i>電光石火、疾風怒濤。</i>,Wayne Reynolds,159,,,,,,,,,,M14,コモン,,,
Tidebinder Mage,1,{U}{U},Tidebinder Mage,,U,,クリーチャー,マーフォーク ウィザード,"When Tidebinder Mage enters the battlefield, tap target red or green creature an opponent controls. That creature doesn't untap during its controller's untap step for as long as you control Tidebinder Mage.",2,2,,,,,,,,,,,,Tidebinder Mage,潮縛りの魔道士,"When Tidebinder Mage enters the battlefield, tap target red or green creature an opponent controls. That creature doesn't untap during its controller's untap step for as long as you control Tidebinder Mage.",潮縛りの魔道士が戦場に出たとき、対戦相手１人がコントロールする赤か緑のクリーチャー１体を対象とし、それをタップする。そのクリーチャーは、あなたが潮縛りの魔道士をコントロールし続けているかぎり、それのコントローラーのアンタップ・ステップにアンタップしない。,,,John Severin Brassell,73,,,,,,,,,,M14,レア,,,
Time Ebb,1,{2}{U},Time Ebb,,U,,ソーサリー,,Put target creature on top of its owner's library.,,,,,,,,,,,,,,Time Ebb,,Return any one creature to the top of its owner's deck.,,"<i>Like the tide, time both ebbs and flows.</i>",,Alan Rabinowitz,,,,,,,,,,,POR,コモン,,,
Time Ebb,1,{2}{U},Time Ebb,,U,,ソーサリー,,Put target creature on top of its owner's library.,,,,,,,,,,,,,,Time Ebb,,Put target creature on top of owner's library.,,"<i>""Gone today, here tomorrow.""</i><br/></i>?Ertai, wizard adept</i>",,Thomas M. Baxa,,,,,,,,,,,TMP,コモン,,,
Time Ebb,1,{2}{U},Time Ebb,,U,,ソーサリー,,Put target creature on top of its owner's library.,,,,,,,,,,,,,,Time Ebb,,Return any one creature from play to the top of its owner's library.,,"<i>""The ogre had come from out of the blue, so that's where I sent it back.""</i><br/></i>?Talas wizard</i>",,Sam Woods,,,,,,,,,,,P02,コモン,,,
Time Ebb,1,{2}{U},Time Ebb,,U,,ソーサリー,,Put target creature on top of its owner's library.,,,,,,,,,,,,,,Time Ebb,,Put target creature on top of its owner's library.,,"<i>Like the tide, time both ebbs and flows.</i>",,Alan Rabinowitz,55,,,,,,,,,,S99,コモン,,,
Time Ebb,1,{2}{U},Time Ebb,,U,,ソーサリー,,Put target creature on top of its owner's library.,,,,,,,,,,,,,,Time Ebb,,Put target creature on top of its owner's library.,,"<i>Like the tide, time both ebbs and flows.</i>",,Alan Rabinowitz,,,,,,,,,,,S00,コモン,,,
Time Ebb,1,{2}{U},Time Ebb,,U,,ソーサリー,,Put target creature on top of its owner's library.,,,,,,,,,,,,,,Time Ebb,時の引き潮,Put target creature on top of its owner's library.,クリーチャー１体を対象とし、それをオーナーのライブラリーの一番上に置く。,"Like the tide, time both ebbs and flows.",海と同じく、時も満ち干を繰り返す。,Thomas M. Baxa,107,,,,,,,,,,9ED,コモン,,,
Time Ebb,1,{2}{U},Time Ebb,,U,,ソーサリー,,Put target creature on top of its owner's library.,,,,,,,,,,,,,,Time Ebb,時の引き潮,Put target creature on top of its owner's library.,クリーチャー１体を対象とし、それをオーナーのライブラリーの一番上に置く。,"<i>""Yesterday you were just a figment of your master's imagination. I liked you better then.""?Shai Fusan, archmage</i>",<i>「昨日のお前は主人の空想の産物に過ぎなかった。その頃のお前の方が好ましい。」――大魔導師シャイ・フサン</i>,Alan Rabinowitz,74,,,,,,,,,,M14,コモン,,,
Tome Scour,1,{U},Tome Scour,,U,,ソーサリー,,Target player puts the top five cards of his or her library into his or her graveyard.,,,,,,,,,,,,,,Tome Scour,秘本掃き,Target player puts the top five cards of his or her library into his or her graveyard.,プレイヤー１人を対象とする。そのプレイヤーは、自分のライブラリーの一番上から５枚のカードを自分の墓地に置く。,"<i>Genius is overrated, especially when it's someone else's.</i>",<i>才覚は過大評価される。他人のならなおさらだ。</i>,Steven Belledin,76,,,,,,,,,,M10,コモン,,,
Tome Scour,1,{U},Tome Scour,,U,,ソーサリー,,Target player puts the top five cards of his or her library into his or her graveyard.,,,,,,,,,,,,,,Tome Scour,秘本掃き,Target player puts the top five cards of his or her library into his or her graveyard.,プレイヤー１人を対象とする。そのプレイヤーは、自分のライブラリーの一番上から５枚のカードを自分の墓地に置く。,"<i>Genius is overrated, especially when it's someone else's.</i>",<i>才覚は過大評価される。他人のならなおさらだ。</i>,Steven Belledin,76,,,,,,,,,,M11,コモン,,,
Tome Scour,1,{U},Tome Scour,,U,,ソーサリー,,Target player puts the top five cards of his or her library into his or her graveyard.,,,,,,,,,,,,,,Tome Scour,秘本掃き,Target player puts the top five cards of his or her library into his or her graveyard.,プレイヤー１人を対象とする。そのプレイヤーは、自分のライブラリーの一番上から５枚のカードを自分の墓地に置く。,"<i>""I hope none of those were important!""</i>",<i>「大事なのとか入ってないといいんだけど！」</i>,Steven Belledin,75,,,,,,,,,,M14,コモン,,,
Trading Post,1,{4},Trading Post,,Colorless,,アーティファクト,,"{1}, {Tap}, Discard a card: You gain 4 life.<br/>{1}, {Tap}, Pay 1 life: Put a 0/1 white Goat creature token onto the battlefield.<br/>{1}, {Tap}, Sacrifice a creature: Return target artifact card from your graveyard to your hand.<br/>{1}, {Tap}, Sacrifice an artifact: Draw a card.",,,,,,,,,,,,,,Trading Post,交易所,"{1}, {Tap}, Discard a card: You gain 4 life.<br/>{1}, {Tap}, Pay 1 life: Put a 0/1 white Goat creature token onto the battlefield.<br/>{1}, {Tap}, Sacrifice a creature: Return target artifact card from your graveyard to your hand.<br/>{1}, {Tap}, Sacrifice an artifact: Draw a card.","{1}, {Tap}, カードを１枚捨てる：あなたは４点のライフを得る。<br/>{1}, {Tap}, ライフを１点支払う：白の０/１のヤギ・クリーチャー・トークンを１体戦場に出す。<br/>{1}, {Tap}, クリーチャーを１体生け贄に捧げる：あなたの墓地にあるアーティファクト・カード１枚を対象とし、それをあなたの手札に戻す。<br/>{1}, {Tap}, アーティファクトを１つ生け贄に捧げる：カードを１枚引く。",,,Adam Paquette,220,,,,,,,,,,M13,レア,,,
